"","STUDY","TREATMENT","RESPONSE","CARDINAL","PERCENTAGE","SENTENCE","ISTABLE","DOI","LAT","LON","INOCTYPE","SOILTYPE","FIELDGREENHOUSE","LANDUSE","ECOTYPE","ECOREGION","LOCATION"
"12","35807732.2","AMF","dry weight",5.11,"","Under normal conditions with no salinity-alkalinity stresses, AMF could also signiﬁcantly increase the plant height, stem diameter, root dry weight, and shoot dry weight by 12.80, 5.11, 10.16, and 22.22%, respectively, compared to the nonAMF treatment.",0,"10.3389/fpls.2019.00863","","",NA,NA,NA,NA,NA,NA,NA
"13","35807732.2","AMF","dry weight",10.16,"","Under normal conditions with no salinity-alkalinity stresses, AMF could also signiﬁcantly increase the plant height, stem diameter, root dry weight, and shoot dry weight by 12.80, 5.11, 10.16, and 22.22%, respectively, compared to the nonAMF treatment.",0,"10.3389/fpls.2019.00863","","",NA,NA,NA,NA,NA,NA,NA
"14","35807732.2","AMF","dry weight",10.16,"","Under normal conditions with no salinity-alkalinity stresses, AMF could also signiﬁcantly increase the plant height, stem diameter, root dry weight, and shoot dry weight by 12.80, 5.11, 10.16, and 22.22%, respectively, compared to the nonAMF treatment.",0,"10.3389/fpls.2019.00863","","",NA,NA,NA,NA,NA,NA,NA
"15","35807732.2","inoculated","biomass",3,"","However, watermelon seedlings inoculated with AMF could alleviate salinity-alkalinity induced inhibition of photosynthesis and biomass production (Figure 3).",0,"10.3389/fpls.2019.00863","","",NA,NA,NA,NA,NA,NA,NA
"16","35807732.2","inoculated","biomass",3,"","However, watermelon seedlings inoculated with AMF could alleviate salinity-alkalinity induced inhibition of photosynthesis and biomass production (Figure 3).",0,"10.3389/fpls.2019.00863","","",NA,NA,NA,NA,NA,NA,NA
"17","34063150.12","","biomass",205,"","205  Biomass [N] was analysed on dried and ground tissue aliquots by Dumas  206  combustion in an elemental analyser (LECO, TruMac, MI), and grain [N] by near207  infrared (NIR) spectrometry calibrated against the elemental analyser method.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"18","34063150.12","","biomass",206,"","205  Biomass [N] was analysed on dried and ground tissue aliquots by Dumas  206  combustion in an elemental analyser (LECO, TruMac, MI), and grain [N] by near207  infrared (NIR) spectrometry calibrated against the elemental analyser method.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"19","34063150.12","","biomass",209,"","N  208  content of biomass fractions (leaves, stems, heads) was calculated as: [N] in the  209  fraction x biomass of that fraction expressed on a m2 ground area basis.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"20","34063150.12","","biomass",212,"","Nitrogen uptake was calculated as the difference in biomass N  212  content between two sampled growth stages.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"21","34063150.12","anthesis","biomass",214,"","Post-anthesis N remobilisation from  213  stems and leaves was calculated as the difference between maturity (DC90) and  214  anthesis (DC65) of the products of average [N] in vegetative biomass and that  215  vegetative biomass.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"22","34063150.12","anthesis","biomass",215,"","Post-anthesis N remobilisation from  213  stems and leaves was calculated as the difference between maturity (DC90) and  214  anthesis (DC65) of the products of average [N] in vegetative biomass and that  215  vegetative biomass.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"23","34063150.12","anthesis","biomass",214,"","Post-anthesis N remobilisation from  213  stems and leaves was calculated as the difference between maturity (DC90) and  214  anthesis (DC65) of the products of average [N] in vegetative biomass and that  215  vegetative biomass.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"24","34063150.12","anthesis","biomass",215,"","Post-anthesis N remobilisation from  213  stems and leaves was calculated as the difference between maturity (DC90) and  214  anthesis (DC65) of the products of average [N] in vegetative biomass and that  215  vegetative biomass.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"25","34063150.12","As","biomass",216,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"26","34063150.12","As","biomass",217,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"27","34063150.12","As","biomass",218,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"28","34063150.12","As","biomass",219,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"29","34063150.12","As","biomass",218,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"30","34063150.12","As","biomass",219,"","As straw samples at maturity (DC90) were not separated into  216  leaves and stems, ‘vegetative biomass’ refers to stems and leaves taken together. 217  Nitrogen utilisation efficiency (NutE) was defined as the ratio of grain yield over  218  total N in biomass (at DC90), and N harvest index (NHI) as the proportion of N  219  content in grains in total N in biomass at DC90.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"31","34063150.12","","biomass",243,"","Addition of 50-60 kg ha-1 fertiliser N had no significant effect on  243  either biomass or grain yield.",0,"10.1111/jac.12209","36°45’07”S","142°06’52”E",NA,NA,NA,NA,NA,NA,NA
"32","29375607","vermifera","biomass",4,"","Non-targeted Colonization by Serendipita vermifera FIGURE 4 | Effect of non-targeted colonization of S. vermifera on biomass of (A) Crabgrass and (B) Signalgrass planted around central colonized or un-colonized control switchgrass in the endocosm assembly (Figure 2c) 8 weeks after colonization.",0,"10.3389/fpls.2017.02236","","",NA,NA,NA,NA,NA,NA,NA
"33","29375607","un-colonized control","biomass",2,"","Non-targeted Colonization by Serendipita vermifera FIGURE 4 | Effect of non-targeted colonization of S. vermifera on biomass of (A) Crabgrass and (B) Signalgrass planted around central colonized or un-colonized control switchgrass in the endocosm assembly (Figure 2c) 8 weeks after colonization.",0,"10.3389/fpls.2017.02236","","",NA,NA,NA,NA,NA,NA,NA
"34","29375607","un-colonized control","biomass",8,"","Non-targeted Colonization by Serendipita vermifera FIGURE 4 | Effect of non-targeted colonization of S. vermifera on biomass of (A) Crabgrass and (B) Signalgrass planted around central colonized or un-colonized control switchgrass in the endocosm assembly (Figure 2c) 8 weeks after colonization.",0,"10.3389/fpls.2017.02236","","",NA,NA,NA,NA,NA,NA,NA
"35","29375607","un-inoculated control","biomass",0.05,"","Indeed in the endocosm, a mild increase in biomass of both crabgrass (ns) and signalgrass (∗p < 0.05) was observed when planted around a central colonized switchgrass plant, in comparison to those planted around the un-inoculated control (Figure 4).",0,"10.3389/fpls.2017.02236","","",NA,NA,NA,NA,NA,NA,NA
"36","31575889.1","AM fungi","dry weight",3,"","The shoot (leaf + stem) dry weights (SDW) of  plants varied with AM fungi inoculation (Fig. 3).",0,"10.1038/s41598-019-50354-2","","","","","","","","",""
"37","31575889.1","AM fungi","dry weight",3,"","The shoot (leaf + stem) dry weights (SDW) of  plants varied with AM fungi inoculation (Fig. 3).",0,"10.1038/s41598-019-50354-2","","","","","","","","",""
"38","36904044","native","biomass",1,"","The effect of inoculation treatment on (A) the relative invasibility (proportion of na non-native plants) and (B) the abundance (Log (1 + aboveground biomass)) of native (bla versus non-native plants (S. faberi (foxtail) and non-seeded; white patterned bars), and (C) th dance of seeded early successional (white bars) and late successional plants (grey bars).",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"39","36904044","native","biomass",1,"","The effect of inoculation treatment on (A) the relative invasibility (proportion of native vs. non-native plants) and (B) the abundance (Log (1 + aboveground biomass)) of native (black bars) versus non-native plants (S. faberi (foxtail) and non-seeded; white patterned bars), and (C) the abundance of seeded early successional (white bars) and late successional plants (grey bars).",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"40","36904044","inoculation","biomass",8.06,"","Additionally, inoculation improved late successional plant biomass the first harvest (Tables S3 and S4, F = 8.06, p = 0.008) but not the second.",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"41","36904044","inoculation","biomass",0.008,"","Additionally, inoculation improved late successional plant biomass the first harvest (Tables S3 and S4, F = 8.06, p = 0.008) but not the second.",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"42","36904044","inoculation","biomass",8.06,"","Additionally, inoculation improved late successional plant biomass the ﬁrst harvest (Tables S3 and S4, F = 8.06, p = 0.008) but not the second.",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"43","36904044","inoculation","biomass",0.008,"","Additionally, inoculation improved late successional plant biomass the ﬁrst harvest (Tables S3 and S4, F = 8.06, p = 0.008) but not the second.",0,"10.3390/plants12051184","","",NA,NA,NA,NA,NA,NA,NA
"44","32046366.3","","biomass",6,"","Total biomass of P. hybrida per microcosm (106.5± 6.0 g) was greater than A. porrum (22.7±2.5 g; Table 1).",0,"10.1007/s11104-013-1621-4","","370:251–265 Agronomique INRA—(48°48′29″N; ° 2°04′58″E","Allolobophora; Glomus intraradices","","","","Allium porrum; unstable silt loam; Petunia hybrida; Allolobophora chlorotica; petunia; leek","","production Roxane Kohler-Milleret Bayon"
"45","32046366.3","","biomass",1,"","Total biomass of P. hybrida per microcosm (106.5± 6.0 g) was greater than A. porrum (22.7±2.5 g; Table 1).",0,"10.1007/s11104-013-1621-4","","370:251–265 Agronomique INRA—(48°48′29″N; ° 2°04′58″E","Allolobophora; Glomus intraradices","","","","Allium porrum; unstable silt loam; Petunia hybrida; Allolobophora chlorotica; petunia; leek","","production Roxane Kohler-Milleret Bayon"
"46","32046366.3","earthworms","biomass",1,"","Shoot biomass of P. hybrida exceeded that of A. porrum, but root biomass did not differ significantly between both plant species (Table 1 and Fig. Finally, earthworms did not affect plant biomass in the present experiment, and no interaction between earthworms and AMF was measured.",0,"10.1007/s11104-013-1621-4","","370:251–265 Agronomique INRA—(48°48′29″N; ° 2°04′58″E","Allolobophora; Glomus intraradices","","","","Allium porrum; unstable silt loam; Petunia hybrida; Allolobophora chlorotica; petunia; leek","","production Roxane Kohler-Milleret Bayon"
"47","32046366.3","earthworms","biomass",1,"","Shoot biomass of P. hybrida exceeded that of A. porrum, but root biomass did not differ significantly between both plant species (Table 1 and Fig. Finally, earthworms did not affect plant biomass in the present experiment, and no interaction between earthworms and AMF was measured.",0,"10.1007/s11104-013-1621-4","","370:251–265 Agronomique INRA—(48°48′29″N; ° 2°04′58″E","Allolobophora; Glomus intraradices","","","","Allium porrum; unstable silt loam; Petunia hybrida; Allolobophora chlorotica; petunia; leek","","production Roxane Kohler-Milleret Bayon"
"48","34961190.1","commercial inoculum","dry weight",2,"","Positive correlation was recorded between shoot dry weight and different studied parameters under indigenous inoculation, while nonsigniﬁcant correlation was observed with commercial inoculum (Table 2).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"49","34961190.1","indigenous inoculation","dry weight",0.61,"","ANOVA revealed a signiﬁcant effect of indigenous inoculation treatment on total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"50","34961190.1","indigenous inoculation","dry weight",0.001,"","ANOVA revealed a signiﬁcant effect of indigenous inoculation treatment on total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"51","34961190.1","indigenous inoculation","dry weight",3,"","ANOVA revealed a signiﬁcant effect of indigenous inoculation treatment on total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"52","34961190.1","commercial inoculum","dry weight",2,"","Positive correlation was recorded  between shoot dry weight and different studied parameters under indigenous  inoculation, while non-significant correlation was observed with commercial inoculum  (Table 2).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"53","34961190.1","indigenous inoculation","dry weight",0.61,"","ANOVA revealed a significant effect of indigenous inoculation treatment on  total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"54","34961190.1","indigenous inoculation","dry weight",0.001,"","ANOVA revealed a significant effect of indigenous inoculation treatment on  total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"55","34961190.1","indigenous inoculation","dry weight",3,"","ANOVA revealed a significant effect of indigenous inoculation treatment on  total dry weights (R2 = 0.61, p < 0.001) (Table 3).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"56","34961190.1","treatment","biomass",1,"","Root and shoot biomasses  decreased by 15% from non-saline soil LG to moderate saline soil BG in non-inoculated  treatment (Figure 1).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"57","34961190.1","non-saline","biomass",5,"","Gram negative bacterial biomass decreased from 5 to 2 µg.g−1 between non-saline  soils LG and moderate saline soil BG in non-inoculated soils.",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"58","34961190.1","non-saline","biomass",2,"","Gram negative bacterial biomass decreased from 5 to 2 µg.g−1 between non-saline  soils LG and moderate saline soil BG in non-inoculated soils.",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"59","34961190.1","indigenous inoculum","biomass",21,"","In the presence of indigenous inoculum, Gram-negative bacterial biomass was signiﬁcantly increased by 21, 30, 13 and 60% in LG, HB, DU and in BG soils respectively as compared to non-inoculated soils (Figure 5).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"60","34961190.1","indigenous inoculum","biomass",30,"","In the presence of indigenous inoculum, Gram-negative bacterial biomass was signiﬁcantly increased by 21, 30, 13 and 60% in LG, HB, DU and in BG soils respectively as compared to non-inoculated soils (Figure 5).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"61","34961190.1","indigenous inoculum","biomass",13,"","In the presence of indigenous inoculum, Gram-negative bacterial biomass was signiﬁcantly increased by 21, 30, 13 and 60% in LG, HB, DU and in BG soils respectively as compared to non-inoculated soils (Figure 5).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"62","34961190.1","non-inoculated","biomass",5,"","In the presence of indigenous inoculum, Gram-negative bacterial biomass was signiﬁcantly increased by 21, 30, 13 and 60% in LG, HB, DU and in BG soils respectively as compared to non-inoculated soils (Figure 5).",0,"10.3390/plants10122716","34◦40′ N; 35◦04′ N","3◦13′ E; 2◦50′ E; 3◦15′ E; 2◦30′ E","AMF inoculum; Arbuscular mycorrhizal fungi (AMF); AMF-mixed inoculums","arid soils; saline soils","","Soil degradation","edaphoclimatic; T. articulata; Tamarix articulata; arid semiarid","semiarid areas","Canada yodalpe@gmail.com; Agroalimentaire Canada; Ottawa Agroalimentaire Canada Ave"
"63","34209987.1","","dry weight",0.001,"","Moreover, the total dry weight of  aboveground and underground cannabis tissues is enhanced by increased ΑMF doses,  recording significant differences (p < 0.001).",0,"10.3390/plants10071333","37◦58′55.83′′ N","23◦42′16.69′′ E",NA,NA,NA,NA,NA,NA,NA
"64","34209987.1","AMF","dry weight",0.001,"","Moreover, the total dry weight of aboveground and underground cannabis tissues is enhanced by increased AMF doses, recording significant differences (p < 0.001).",0,"10.3390/plants10071333","37◦58′55.83′′ N","23◦42′16.69′′ E",NA,NA,NA,NA,NA,NA,NA
"65","34209987.1","irregularis","biomass",41,"","A recent study conﬁrms our results, reporting a positive impact of Rhizophagus irregularis on the root growth of basil, and the root biomass of satureja [41].",0,"10.3390/plants10071333","37◦58′55.83′′ N","23◦42′16.69′′ E",NA,NA,NA,NA,NA,NA,NA
"66","34209987.1","AMF","biomass",3,"","These results indicate that there is a strong positive correlation between AMF root colonization and plant growth parameters such as root development, and total dry biomass of cannabis seedlings (Table 3).",0,"10.3390/plants10071333","37◦58′55.83′′ N","23◦42′16.69′′ E",NA,NA,NA,NA,NA,NA,NA
"67","34209987.1","DQI","biomass",67,"","Notably, DQI’s correlation with the agronomic characteristics of cannabis seedlings was not signiﬁcant (Table 3), even though it is an indicator of robustness and plant biomass [67].",0,"10.3390/plants10071333","37◦58′55.83′′ N","23◦42′16.69′′ E",NA,NA,NA,NA,NA,NA,NA
"68","36677342.3","AM","biomass",1,"","Total plant biomass The present work indicated that compared with the  WW, the DS significantly restricted total plant biomass  production, irrespective of AM and non-AM seedlings  (Fig. 1).",0,"10.9755/ejfa.2015-11-1044","","",NA,NA,NA,NA,NA,NA,NA
"69","36677342.3","AMF inoculation","biomass",159,"","However, AMF inoculation notably increased  total plant biomass by 159 and 111% under the WW and  the DS conditions, respectively.",0,"10.9755/ejfa.2015-11-1044","","",NA,NA,NA,NA,NA,NA,NA
"70","35009090.8","absence","biomass",3,"","The biomass of shoot (A) and root (B), the leaf relative water content (RWC) (C), and the osmotic potential (D) in strawberry plants at harvest after six experimental weeks under three irrigation regimes (IR): well-watered (WW), mild drought (MD), and severe drought (SD) without (−AMF) or with inoculation with arbuscular mycorrhizal fungus (+AMF) Rhizophagus clarus (Walker & Schüßler), in the absence (−Si) or presence of silicon (+Si, 3 mmol L−1 Na2SiO3).",0,"10.3390/agronomy9010041","","","Rhizophagus clarus; arbuscular mycorrhizal fungus (AMF)","","","","strawberry; Strawberry","",""
